date,description,amount
2026-03-09,iCloud Storage,2.97
2026-03-09,ChatGPT Plus,20.12
2026-03-09,Notion Pro,9.93
2026-03-09,GitHub Pro,4.08
2026-03-11,PlayStation Plus,17.7
2026-03-12,NYTimes Digital,3.99
2026-03-12,Spotify,10.92
2026-03-14,GitHub Pro,3.96
2026-03-14,Gym Membership,49.84
2026-03-14,Airbnb Booking,442.28
2026-03-14,Local Restaurant,53.39
2026-03-14,Notion Pro,9.81
2026-03-14,Airbnb Booking,148.04
2026-03-16,iCloud Storage,2.98
2026-03-16,Slack Workspace,8.46
2026-03-16,Disney+,14.07
2026-03-17,PlayStation Plus,17.9
2026-03-18,AWS Hosting,44.96
2026-03-18,Substack VIP,7.88
2026-03-18,Netflix,16.13
2026-03-18,CVS Pharmacy,36.48
2026-03-19,iCloud Storage,3.0
2026-03-19,Google One,2.0
2026-03-19,Slack Workspace,8.89
2026-03-20,Adobe Creative Cloud,54.3
2026-03-20,NYTimes Digital,3.97
2026-03-20,Netflix,15.89
2026-03-21,Slack Workspace,8.67
2026-03-21,Disney+,13.88
2026-03-21,AWS Hosting,45.74
2026-03-22,NYTimes Digital,4.03
2026-03-22,Slack Workspace,8.77
2026-03-22,Adobe Creative Cloud,55.18
2026-03-22,Gym Membership,49.79
2026-03-22,Google One,2.0
2026-03-22,ChatGPT Plus,20.21
2026-03-22,AWS Hosting,45.16
2026-03-23,Substack VIP,8.1
2026-03-24,Gym Membership,49.89
2026-03-24,Notion Pro,10.04
2026-03-24,Netflix,16.0
2026-03-24,AWS Hosting,44.06
2026-03-25,ChatGPT Plus,20.07
2026-03-25,Notion Pro,10.04
2026-03-25,Substack VIP,7.97
2026-03-26,Spotify,11.13
2026-03-26,CVS Pharmacy,8.03
2026-03-26,Trader Joe's,87.6
2026-03-26,Slack Workspace,8.85
2026-03-26,CVS Pharmacy,12.23
2026-03-27,Google One,2.0
2026-03-28,GitHub Pro,4.01
2026-03-28,Netflix,16.03
2026-03-28,PlayStation Plus,17.99
2026-03-29,Spotify,10.89
2026-03-29,NYTimes Digital,3.97
2026-03-29,Best Buy,208.91
2026-03-29,Google One,1.94
2026-03-30,Adobe Creative Cloud,54.03
2026-03-30,Best Buy,203.99
2026-03-30,Spotify,11.19
2026-03-30,Disney+,13.79
2026-03-31,Disney+,13.9
2026-04-01,PlayStation Plus,18.05
2026-04-01,GitHub Pro,3.93
2026-04-01,Adobe Creative Cloud,54.78
2026-04-02,Google One,1.99
2026-04-02,GitHub Pro,3.97
2026-04-02,Spotify,10.98
2026-04-02,Gym Membership,49.23
2026-04-03,PlayStation Plus,18.14
2026-04-03,Substack VIP,7.95
2026-04-03,ChatGPT Plus,20.31
2026-04-04,iCloud Storage,3.01
2026-04-04,NYTimes Digital,4.0
2026-04-04,Disney+,14.06
2026-04-04,CVS Pharmacy,24.9
2026-04-05,Notion Pro,10.16
2026-04-05,DoorDash Order,19.77
2026-04-05,Gym Membership,50.17
2026-04-05,Substack VIP,8.06
2026-04-05,Adobe Creative Cloud,53.6
2026-04-06,AWS Hosting,45.24
2026-04-06,ChatGPT Plus,19.88
2026-04-06,Local Restaurant,32.98
2026-04-06,iCloud Storage,2.98
2026-04-07,iCloud Storage,2.99
2026-04-07,GitHub Pro,4.03
2026-04-08,Starbucks Coffee,8.28
2026-04-08,Netflix,16.43
2026-04-09,ChatGPT Plus,20.1
2026-04-09,Notion Pro,9.96
2026-04-09,Shell Gas Station,43.38
2026-04-10,PlayStation Plus,18.17
2026-04-10,NYTimes Digital,4.03
2026-04-10,Amazon Retail,17.19
2026-04-11,Spotify,10.61
2026-04-11,Shell Gas Station,38.44
2026-04-12,Notion Pro,9.91
2026-04-12,Gym Membership,50.07
2026-04-14,iCloud Storage,3.02
2026-04-15,GitHub Pro,3.99
2026-04-15,Slack Workspace,8.85
2026-04-15,Shell Gas Station,48.86
2026-04-15,Delta Airlines,377.09
2026-04-15,Disney+,13.96
2026-04-16,AWS Hosting,45.24
2026-04-16,PlayStation Plus,18.02
2026-04-17,Substack VIP,7.93
2026-04-17,Netflix,15.74
2026-04-18,Netflix,15.94
2026-04-18,Google One,1.96
2026-04-19,Slack Workspace,8.81
2026-04-19,Adobe Creative Cloud,55.78
2026-04-19,NYTimes Digital,4.0
2026-04-19,iCloud Storage,2.92
2026-04-20,CVS Pharmacy,23.09
2026-04-20,AWS Hosting,45.79
2026-04-20,Disney+,13.99
2026-04-20,Gym Membership,49.71
2026-04-20,Slack Workspace,8.82
2026-04-21,Adobe Creative Cloud,55.44
2026-04-21,ChatGPT Plus,19.93
2026-04-21,AWS Hosting,44.66
2026-04-21,Slack Workspace,8.59
2026-04-22,AWS Hosting,45.64
2026-04-22,Google One,2.03
2026-04-22,Substack VIP,8.1
2026-04-22,NYTimes Digital,4.01
2026-04-22,Delta Airlines,506.37
2026-04-23,ChatGPT Plus,19.92
2026-04-24,Gym Membership,50.69
2026-04-24,Substack VIP,7.95
2026-04-24,Notion Pro,10.05
2026-04-24,DoorDash Order,38.93
2026-04-24,Spotify,11.22
2026-04-24,Notion Pro,9.88
2026-04-24,Slack Workspace,8.84
2026-04-24,Netflix,15.82
2026-04-25,Google One,1.96
2026-04-26,Spotify,11.16
2026-04-26,Trader Joe's,106.06
2026-04-26,PlayStation Plus,18.27
2026-04-27,GitHub Pro,4.03
2026-04-27,NYTimes Digital,4.07
2026-04-28,Adobe Creative Cloud,54.92
2026-04-28,Netflix,16.25
2026-04-29,Google One,2.01
2026-04-29,Spotify,11.03
2026-04-30,Disney+,14.01
2026-04-30,Disney+,13.99
2026-05-01,PlayStation Plus,17.92
2026-05-01,Gym Membership,50.62
2026-05-01,GitHub Pro,3.92
2026-05-02,Adobe Creative Cloud,54.34
2026-05-02,Target Store,71.73
2026-05-02,Substack VIP,8.03
2026-05-02,GitHub Pro,3.99
2026-05-02,Target Store,53.54
2026-05-03,Google One,1.99
2026-05-03,Uber Trip,40.57
2026-05-03,ChatGPT Plus,19.98
2026-05-03,PlayStation Plus,17.97
2026-05-04,Spotify,10.83
2026-05-04,Adobe Creative Cloud,55.7
2026-05-04,Disney+,13.97
2026-05-04,Best Buy,85.4
2026-05-05,NYTimes Digital,3.98
2026-05-05,AWS Hosting,44.53
2026-05-05,Local Restaurant,60.83
2026-05-05,Gym Membership,50.23
2026-05-05,iCloud Storage,3.0
2026-05-06,iCloud Storage,2.92
2026-05-06,Substack VIP,8.08
2026-05-06,Netflix,16.0
2026-05-06,Notion Pro,9.96
2026-05-06,ChatGPT Plus,19.82
2026-05-08,iCloud Storage,2.99
2026-05-08,Notion Pro,10.06
2026-05-08,GitHub Pro,4.03
2026-05-09,ChatGPT Plus,19.96
2026-05-10,PlayStation Plus,18.21
2026-05-10,Target Store,78.47
2026-05-11,Notion Pro,9.96
2026-05-11,NYTimes Digital,4.0
2026-05-12,Gym Membership,49.32
2026-05-12,Spotify,10.96
2026-05-12,Target Store,82.13
2026-05-12,Target Store,106.65
2026-05-14,GitHub Pro,4.02
2026-05-15,PlayStation Plus,18.0
2026-05-15,Best Buy,91.87
2026-05-15,Slack Workspace,8.79
2026-05-16,Disney+,14.09
2026-05-16,iCloud Storage,2.96
2026-05-16,Substack VIP,8.05
2026-05-17,Google One,1.99
2026-05-17,Netflix,16.0
2026-05-17,Target Store,89.83
2026-05-17,AWS Hosting,45.08
2026-05-18,Netflix,15.92
2026-05-19,iCloud Storage,2.99
2026-05-19,Adobe Creative Cloud,55.18
2026-05-19,NYTimes Digital,4.11
2026-05-20,Disney+,14.0
2026-05-20,Gym Membership,50.46
2026-05-20,Slack Workspace,8.74
2026-05-20,Slack Workspace,8.61
2026-05-20,Adobe Creative Cloud,54.17
2026-05-20,CVS Pharmacy,30.22
2026-05-20,AWS Hosting,44.84
2026-05-20,AWS Hosting,44.96
2026-05-20,Slack Workspace,8.78
2026-05-21,ChatGPT Plus,19.98
2026-05-22,Google One,2.0
2026-05-23,Notion Pro,10.19
2026-05-23,AWS Hosting,44.62
2026-05-23,Gym Membership,49.98
2026-05-23,Netflix,16.08
2026-05-23,Notion Pro,9.78
2026-05-23,ChatGPT Plus,20.08
2026-05-23,Starbucks Coffee,4.76
2026-05-23,NYTimes Digital,4.04
2026-05-23,Substack VIP,7.91
2026-05-24,Amazon Retail,121.18
2026-05-24,Substack VIP,8.03
2026-05-25,Slack Workspace,8.76
2026-05-26,Google One,1.97
2026-05-26,Spotify,10.78
2026-05-26,Best Buy,268.54
2026-05-27,GitHub Pro,3.96
2026-05-27,Netflix,16.04
2026-05-27,Local Restaurant,81.33
2026-05-27,Spotify,10.98
2026-05-28,Google One,2.02
2026-05-28,PlayStation Plus,17.77
2026-05-28,Spotify,11.06
2026-05-28,Disney+,14.09
2026-05-28,Adobe Creative Cloud,54.67
2026-05-28,NYTimes Digital,3.96
2026-05-31,PlayStation Plus,18.19
2026-05-31,Substack VIP,8.2
2026-05-31,Disney+,13.87
2026-05-31,GitHub Pro,3.98
2026-05-31,Amazon Retail,57.49
2026-06-01,Adobe Creative Cloud,54.53
2026-06-01,GitHub Pro,4.03
2026-06-01,Google One,1.98
2026-06-02,ChatGPT Plus,20.07
2026-06-02,PlayStation Plus,18.04
2026-06-02,Spotify,10.97
2026-06-02,Gym Membership,50.08
2026-06-02,Adobe Creative Cloud,56.11
2026-06-02,NYTimes Digital,4.06
2026-06-03,Target Store,77.75
2026-06-04,ChatGPT Plus,20.04
2026-06-04,Disney+,13.94
2026-06-04,Gym Membership,49.38
2026-06-04,iCloud Storage,2.97
2026-06-05,AWS Hosting,44.91
2026-06-05,iCloud Storage,2.99
2026-06-05,Substack VIP,7.94
2026-06-06,Notion Pro,9.98
2026-06-07,Notion Pro,10.24
2026-06-07,iCloud Storage,2.98
2026-06-07,Netflix,15.99
2026-06-07,GitHub Pro,4.07
2026-06-08,ChatGPT Plus,19.91
2026-06-09,Airbnb Booking,153.78
2026-06-09,PlayStation Plus,18.15
2026-06-09,CVS Pharmacy,39.6
2026-06-10,Trader Joe's,68.59
2026-06-10,NYTimes Digital,4.04
2026-06-11,Airbnb Booking,411.99
2026-06-11,Spotify,11.09
2026-06-12,Gym Membership,50.27
2026-06-12,Notion Pro,10.19
2026-06-12,Amazon Retail,64.45
2026-06-13,PlayStation Plus,17.84
2026-06-13,Trader Joe's,61.6
2026-06-14,Slack Workspace,8.77
2026-06-14,GitHub Pro,4.05
2026-06-15,AWS Hosting,45.25
2026-06-15,Disney+,14.05
2026-06-15,iCloud Storage,2.95
2026-06-15,Netflix,15.84
2026-06-16,CVS Pharmacy,8.59
2026-06-16,Google One,2.0
2026-06-16,Substack VIP,7.98
2026-06-17,Netflix,15.77
2026-06-17,iCloud Storage,2.97
2026-06-18,Gym Membership,50.0
2026-06-18,Adobe Creative Cloud,55.24
2026-06-18,Slack Workspace,8.79
2026-06-18,AWS Hosting,45.7
2026-06-19,Adobe Creative Cloud,54.24
2026-06-19,AWS Hosting,45.79
2026-06-19,Slack Workspace,8.53
2026-06-19,NYTimes Digital,3.93
2026-06-20,DoorDash Order,37.44
2026-06-20,Disney+,13.9
2026-06-20,Slack Workspace,8.83
2026-06-21,NYTimes Digital,4.0
2026-06-21,ChatGPT Plus,20.24
2026-06-21,Gym Membership,50.88
2026-06-21,Substack VIP,8.18
2026-06-21,Google One,1.98
2026-06-22,Starbucks Coffee,5.79
2026-06-22,AWS Hosting,45.77
2026-06-22,Netflix,15.79
2026-06-22,ChatGPT Plus,19.92
2026-06-22,Notion Pro,10.13
2026-06-22,Notion Pro,9.98
2026-06-23,Trader Joe's,52.87
2026-06-23,Starbucks Coffee,6.13
2026-06-24,Spotify,11.04
2026-06-24,Starbucks Coffee,7.53
2026-06-24,Substack VIP,7.97
2026-06-25,Slack Workspace,8.74
2026-06-25,Google One,2.0
2026-06-26,Spotify,11.1
2026-06-26,NYTimes Digital,3.96
2026-06-26,PlayStation Plus,18.1
2026-06-26,GitHub Pro,4.07
2026-06-26,Netflix,15.71
2026-06-27,Adobe Creative Cloud,55.06
2026-06-27,Google One,1.97
2026-06-28,Disney+,13.76
2026-06-29,Spotify,11.14
2026-06-29,Disney+,13.86
2026-06-30,Target Store,18.35
2026-06-30,PlayStation Plus,18.08
